期号,开奖时间,前区号码,后区号码,有序前区号码,有序后区号码,销售额,奖池金额,开奖星期,中奖详情,顺序
24147,2024-12-18,12 18 21 22 31,01 07,22 31 12 21 18,01 07,297698975,981658901.04,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '75', 'awardMoney': '223695', 'totalMoney': '16777125'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '15', 'awardMoney': '178956', 'totalMoney': '2684340'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '174', 'awardMoney': '10000', 'totalMoney': '1740000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '596', 'awardMoney': '3000', 'totalMoney': '1788000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13272', 'awardMoney': '300', 'totalMoney': '3981600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '18436', 'awardMoney': '200', 'totalMoney': '3687200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '30453', 'awardMoney': '100', 'totalMoney': '3045300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '613286', 'awardMoney': '15', 'totalMoney': '9199290'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '6793975', 'awardMoney': '5', 'totalMoney': '33969875'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",22
24146,2024-12-16,05 20 21 22 32,03 04,20 21 22 05 32,03 04,296215559,912659139.49,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '9555674', 'totalMoney': '57334044'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '7644539', 'totalMoney': '15289078'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '125', 'awardMoney': '106831', 'totalMoney': '13353875'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '22', 'awardMoney': '85464', 'totalMoney': '1880208'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '366', 'awardMoney': '10000', 'totalMoney': '3660000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1230', 'awardMoney': '3000', 'totalMoney': '3690000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20780', 'awardMoney': '300', 'totalMoney': '6234000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '30816', 'awardMoney': '200', 'totalMoney': '6163200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '46205', 'awardMoney': '100', 'totalMoney': '4620500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '842689', 'awardMoney': '15', 'totalMoney': '12640335'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7778267', 'awardMoney': '5', 'totalMoney': '38891335'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",21
24145,2024-12-14,01 06 09 22 24,01 03,22 01 09 24 06,01 03,320626163,931270188.4,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '95', 'awardMoney': '174535', 'totalMoney': '16580825'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '22', 'awardMoney': '139628', 'totalMoney': '3071816'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '251', 'awardMoney': '10000', 'totalMoney': '2510000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '627', 'awardMoney': '3000', 'totalMoney': '1881000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '18781', 'awardMoney': '300', 'totalMoney': '5634300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '21413', 'awardMoney': '200', 'totalMoney': '4282600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '47498', 'awardMoney': '100', 'totalMoney': '4749800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '731273', 'awardMoney': '15', 'totalMoney': '10969095'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7549943', 'awardMoney': '5', 'totalMoney': '37749715'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",20
24144,2024-12-11,06 07 08 21 30,01 05,30 08 06 07 21,01 05,298735511,901592546.7,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '119', 'awardMoney': '119813', 'totalMoney': '14257747'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '34', 'awardMoney': '95850', 'totalMoney': '3258900'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '312', 'awardMoney': '10000', 'totalMoney': '3120000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '672', 'awardMoney': '3000', 'totalMoney': '2016000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20049', 'awardMoney': '300', 'totalMoney': '6014700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '19681', 'awardMoney': '200', 'totalMoney': '3936200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '50060', 'awardMoney': '100', 'totalMoney': '5006000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '709916', 'awardMoney': '15', 'totalMoney': '10648740'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7203403', 'awardMoney': '5', 'totalMoney': '36017015'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",19
24143,2024-12-09,16 20 22 24 31,04 05,24 22 16 20 31,05 04,299228472,887487585.3,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '9370240', 'totalMoney': '56221440'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '3', 'awardMoney': '7496192', 'totalMoney': '22488576'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '144', 'awardMoney': '80121', 'totalMoney': '11537424'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '72', 'awardMoney': '64096', 'totalMoney': '4614912'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '162', 'awardMoney': '10000', 'totalMoney': '1620000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1025', 'awardMoney': '3000', 'totalMoney': '3075000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '18486', 'awardMoney': '300', 'totalMoney': '5545800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '28304', 'awardMoney': '200', 'totalMoney': '5660800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '31155', 'awardMoney': '100', 'totalMoney': '3115500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '840374', 'awardMoney': '15', 'totalMoney': '12605610'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8315841', 'awardMoney': '5', 'totalMoney': '41579205'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",18
24142,2024-12-07,08 21 24 33 34,03 10,21 24 33 08 34,10 03,327282822,908929975.14,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '13', 'awardMoney': '6849783', 'totalMoney': '89047179'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '5479826', 'totalMoney': '10959652'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '88', 'awardMoney': '112528', 'totalMoney': '9902464'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '22', 'awardMoney': '90022', 'totalMoney': '1980484'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '209', 'awardMoney': '10000', 'totalMoney': '2090000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1819', 'awardMoney': '3000', 'totalMoney': '5457000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '17065', 'awardMoney': '300', 'totalMoney': '5119500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '67962', 'awardMoney': '200', 'totalMoney': '13592400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '34854', 'awardMoney': '100', 'totalMoney': '3485400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '1266757', 'awardMoney': '15', 'totalMoney': '19001355'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '11521852', 'awardMoney': '5', 'totalMoney': '57609260'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",17
24141,2024-12-04,02 06 07 16 20,02 11,07 16 02 20 06,02 11,302351348,966806148.16,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '7', 'awardMoney': '8545200', 'totalMoney': '59816400'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '6836160', 'totalMoney': '13672320'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '154', 'awardMoney': '71205', 'totalMoney': '10965570'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '43', 'awardMoney': '56964', 'totalMoney': '2449452'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '263', 'awardMoney': '10000', 'totalMoney': '2630000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1332', 'awardMoney': '3000', 'totalMoney': '3996000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '23108', 'awardMoney': '300', 'totalMoney': '6932400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '42173', 'awardMoney': '200', 'totalMoney': '8434600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '49915', 'awardMoney': '100', 'totalMoney': '4991500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '1002232', 'awardMoney': '15', 'totalMoney': '15033480'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '9031345', 'awardMoney': '5', 'totalMoney': '45156725'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",16
24140,2024-12-02,03 06 15 23 31,01 12,23 03 15 06 31,01 12,313586274,992732460.61,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '112', 'awardMoney': '128171', 'totalMoney': '14355152'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '46', 'awardMoney': '102536', 'totalMoney': '4716656'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '314', 'awardMoney': '10000', 'totalMoney': '3140000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '975', 'awardMoney': '3000', 'totalMoney': '2925000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15574', 'awardMoney': '300', 'totalMoney': '4672200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '22296', 'awardMoney': '200', 'totalMoney': '4459200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '40393', 'awardMoney': '100', 'totalMoney': '4039300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '682804', 'awardMoney': '15', 'totalMoney': '10242060'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7497823', 'awardMoney': '5', 'totalMoney': '37489115'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",15
24139,2024-11-30,05 12 20 23 24,05 07,24 20 23 12 05,07 05,346398503,965113949.19,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '9', 'awardMoney': '8236640', 'totalMoney': '74129760'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '6', 'awardMoney': '6589312', 'totalMoney': '39535872'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '160', 'awardMoney': '105433', 'totalMoney': '16869280'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '33', 'awardMoney': '84346', 'totalMoney': '2783418'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '252', 'awardMoney': '10000', 'totalMoney': '2520000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '993', 'awardMoney': '3000', 'totalMoney': '2979000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20393', 'awardMoney': '300', 'totalMoney': '6117900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '30517', 'awardMoney': '200', 'totalMoney': '6103400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '42943', 'awardMoney': '100', 'totalMoney': '4294300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '892610', 'awardMoney': '15', 'totalMoney': '13389150'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '9000048', 'awardMoney': '5', 'totalMoney': '45000240'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",14
24138,2024-11-27,05 17 20 28 34,04 09,17 20 28 34 05,09 04,314640260,1009101191.78,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '3', 'awardMoney': '10000000', 'totalMoney': '30000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '79', 'awardMoney': '190337', 'totalMoney': '15036623'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '12', 'awardMoney': '152269', 'totalMoney': '1827228'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '183', 'awardMoney': '10000', 'totalMoney': '1830000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1198', 'awardMoney': '3000', 'totalMoney': '3594000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15801', 'awardMoney': '300', 'totalMoney': '4740300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '33771', 'awardMoney': '200', 'totalMoney': '6754200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '34243', 'awardMoney': '100', 'totalMoney': '3424300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '850379', 'awardMoney': '15', 'totalMoney': '12755685'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8884240', 'awardMoney': '5', 'totalMoney': '44421200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",13
24137,2024-11-25,08 15 16 17 21,02 05,16 17 21 15 08,05 02,314223012,987311038.71,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '3', 'awardMoney': '10000000', 'totalMoney': '30000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '8000000', 'totalMoney': '16000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '119', 'awardMoney': '104452', 'totalMoney': '12429788'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '48', 'awardMoney': '83561', 'totalMoney': '4010928'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '248', 'awardMoney': '10000', 'totalMoney': '2480000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1069', 'awardMoney': '3000', 'totalMoney': '3207000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '18351', 'awardMoney': '300', 'totalMoney': '5505300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '30972', 'awardMoney': '200', 'totalMoney': '6194400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '40830', 'awardMoney': '100', 'totalMoney': '4083000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '885815', 'awardMoney': '15', 'totalMoney': '13287225'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8896203', 'awardMoney': '5', 'totalMoney': '44481015'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",12
24136,2024-11-23,01 17 20 29 34,07 08,29 17 01 34 20,08 07,339548742,975020596.72,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '1', 'awardMoney': '10000000', 'totalMoney': '10000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '105', 'awardMoney': '165661', 'totalMoney': '17394405'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '31', 'awardMoney': '132528', 'totalMoney': '4108368'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '161', 'awardMoney': '10000', 'totalMoney': '1610000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '653', 'awardMoney': '3000', 'totalMoney': '1959000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15193', 'awardMoney': '300', 'totalMoney': '4557900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '22197', 'awardMoney': '200', 'totalMoney': '4439400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '33009', 'awardMoney': '100', 'totalMoney': '3300900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '752387', 'awardMoney': '15', 'totalMoney': '11285805'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8297121', 'awardMoney': '5', 'totalMoney': '41485605'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",11
